game_id,condition,difficulty,red_model,blue_model,red_mode,blue_mode,red_vuln_source,red_strategy,verification_mode,scenario,vulns_injected,findings,precision,adjusted_precision,tool_validated_fps,true_fps,recall,f1_score,evasion_rate
G-0136,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0137,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0138,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0139,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",3,4,0.5000,0.5000,0,2,0.6667,0.5714,0.3333
G-0140,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0141,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0142,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0143,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",3,6,0.5000,0.5000,0,3,1.0000,0.6667,0.0000
G-0144,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0145,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",3,0,0.0000,1.0000,0,0,0.0000,0.0000,1.0000
G-0146,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0147,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0148,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0149,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0150,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0151,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0152,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0153,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0154,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0155,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0156,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0157,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0158,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",5,5,0.8000,0.8000,0,1,0.8000,0.8000,0.2000
G-0159,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",5,5,0.8000,0.8000,0,1,0.8000,0.8000,0.2000
G-0160,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0161,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0162,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0163,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0164,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0165,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0166,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0167,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0168,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0169,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0170,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0171,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0172,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0173,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",4,5,0.8000,0.8000,0,1,1.0000,0.8889,0.0000
G-0174,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0175,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0176,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",5,6,0.8333,0.8333,0,1,1.0000,0.9091,0.0000
G-0177,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",5,6,0.8333,0.8333,0,1,1.0000,0.9091,0.0000
G-0178,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0179,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0180,batch,hard,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",5,6,0.8333,0.8333,0,1,1.0000,0.9091,0.0000
G-0181,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0182,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0183,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0184,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0185,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0186,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0187,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0188,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0189,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0190,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0191,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0192,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0193,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",2,5,0.4000,0.4000,0,3,1.0000,0.5714,0.0000
G-0194,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0195,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0196,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0197,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0198,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0199,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0200,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0201,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0202,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",2,5,0.4000,0.4000,0,3,1.0000,0.5714,0.0000
G-0203,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0204,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0205,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0206,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",2,0,0.0000,1.0000,0,0,0.0000,0.0000,1.0000
G-0207,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",2,5,0.4000,0.4000,0,3,1.0000,0.5714,0.0000
G-0208,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0209,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0210,batch,easy,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0211,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0212,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0213,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",3,3,0.6667,0.6667,0,1,0.6667,0.6667,0.3333
G-0214,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",3,4,0.5000,0.5000,0,2,0.6667,0.5714,0.3333
G-0215,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0216,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0217,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0218,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0219,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",3,4,0.5000,0.5000,0,2,0.6667,0.5714,0.3333
G-0220,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",3,6,0.3333,0.3333,0,4,0.6667,0.4444,0.3333
G-0221,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0222,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",3,5,0.2000,0.2000,0,4,0.3333,0.2500,0.6667
G-0223,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0224,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0225,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0226,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0227,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0228,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0229,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",3,6,0.5000,0.5000,0,3,1.0000,0.6667,0.0000
G-0230,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0231,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",3,4,0.5000,0.5000,0,2,0.6667,0.5714,0.3333
G-0232,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0233,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0234,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0235,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0236,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0237,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0238,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",3,5,0.6000,0.6000,0,2,1.0000,0.7500,0.0000
G-0239,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0240,batch,medium,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",3,6,0.3333,0.3333,0,4,0.6667,0.4444,0.3333
G-0241,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0242,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",5,4,0.2500,0.2500,0,3,0.2000,0.2222,0.8000
G-0243,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",5,6,0.8333,0.8333,0,1,1.0000,0.9091,0.0000
G-0244,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0245,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0246,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an S3 bucket for healthcare PHI data with H",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0247,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",5,6,0.6667,0.6667,0,2,0.8000,0.7273,0.2000
G-0248,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",5,7,0.7143,0.7143,0,2,1.0000,0.8333,0.0000
G-0249,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an EC2 instance with a web server for publi",5,6,0.8333,0.8333,0,1,1.0000,0.9091,0.0000
G-0250,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",5,7,0.5714,0.5714,0,3,0.8000,0.6667,0.2000
G-0251,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",5,7,0.7143,0.7143,0,2,1.0000,0.8333,0.0000
G-0252,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a Lambda function that processes user uploa",5,5,0.8000,0.8000,0,1,0.8000,0.8000,0.2000
G-0253,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",5,6,0.8333,0.8333,0,1,1.0000,0.9091,0.0000
G-0254,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0255,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create an RDS PostgreSQL database for a production",5,7,0.7143,0.7143,0,2,1.0000,0.8333,0.0000
G-0256,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",5,4,0.7500,0.7500,0,1,0.6000,0.6667,0.4000
G-0257,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0258,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a DynamoDB table for user sessions with enc",4,4,0.7500,0.7500,0,1,0.7500,0.7500,0.2500
G-0259,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",5,6,0.8333,0.8333,0,1,1.0000,0.9091,0.0000
G-0260,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0261,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create a VPC with public and private subnets and N",5,6,0.8333,0.8333,0,1,1.0000,0.9091,0.0000
G-0262,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0263,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",5,6,0.8333,0.8333,0,1,1.0000,0.9091,0.0000
G-0264,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create security groups for a 3-tier web applicatio",5,7,0.7143,0.7143,0,2,1.0000,0.8333,0.0000
G-0265,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",5,6,0.0000,0.0000,0,6,0.0000,0.0000,1.0000
G-0266,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",5,7,0.7143,0.7143,0,2,1.0000,0.8333,0.0000
G-0267,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create IAM roles and policies for a CI/CD pipeline",5,7,0.4286,0.4286,0,4,0.6000,0.5000,0.4000
G-0268,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0269,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0270,batch,hard,llama3-1-70b-instruc,llama3-1-70b-instruc,single,single,database,balanced,standard,"Create cross-account IAM roles for a data analytic",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0271,batch,easy,claude-3-5-haiku-202,claude-3-5-haiku-202,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0272,batch,easy,claude-3-5-haiku-202,claude-3-5-haiku-202,single,single,database,balanced,standard,"Create an S3 bucket for storing application logs w",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
